"ADDR_ENG","MEMO_NO","REGISTRY_CODE","DELIVERY_DATE","v_region_id","v_str_region","v_str_mjdist","v_mjdist_code","v_str_dist","v_dist_code","v_str_lot_full","v_str_lot_ext_full","v_str_dd_full","v_str_estate","v_est_id","v_str_phase","v_phase_id","v_str_street_full","v_str_bldg_full","v_bldg_id","v_str_floor_full","v_str_floor_net","v_str_unit_full","v_str_unit_net","unit_id","v_has_carpark","v_has_roof","map_status","unparse_namestr","unit_num"
"FIRST FLOOR, 471 NAM WAI LOT NO. 969 IN DD 214 SAI KUNG NEW TERRITORIES","439017","SK","2000-08-1512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","K-SK / CWB","LOT NO. 969","","DD 214","NAM WAI","E000000282","","","471   IN NAM WAI","","","1ST FLOOR","1","","","","0","0","Multi - Floor","","87"
"GROUND FLOOR 90 TAI HANG HAU SAI KUNG","436079","SK","2000-08-0412.00.00","20","","SAI KUNG","SK","HANG HAU","K-HANG H","","","","TAI HANG","E000008357","","","90 HAU TAI HANG","3 TAI HANG (DD7L 49 S.A)","B000087047","GROUND FLOOR","G","","","U002743304","0","0","Full Mapped - Floor","","1"
"1/F LOT NO.779 IN DD227 SAI KUNG NEW TERRITORIES","439920","SK","2000-08-2112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.779","","DD227","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"FIRST FLOOR, 473 NAM WAI LOT NO. 971 IN DD 214 SAI KUNG NEW TERRITORIES","435797","SK","2000-08-0312.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","K-SK / CWB","LOT NO. 971","","DD 214","NAM WAI","E000000282","","","473   IN NAM WAI","","","1ST FLOOR","1","","","","0","0","Multi - Floor","","87"
"2/F LOT NO.933 IN DD369 SAI KUNG NEW TERRITORIES","436104","SK","2000-08-0412.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.933","","DD369","","","","","","","","2/F ","2","","","","0","0","No Estate Info"," IN   ","0"
"FIRST FLOOR, 16A PAN LONG WAN LOT NO.95 & 96 IN DD 238 SAI KUNG, NEW TERRITORIES","439995","SK","2000-08-2212.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","K-SK / CWB","LOT NO.95 & 96","","DD 238","PAN LONG WAN","E000006839","","","16A   IN PAN LONG WAN","","","1ST FLOOR","1","","","","0","0","Multi - Floor","","6"
"2/F AND ROOF TOP LOT NO.396 IN DD236 SAI KUNG NEW TERRITORIES","437183","SK","2000-08-0712.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.396","","DD236","","","","","","","","2/F ","2","","","","0","1","No Estate Info","AND ROOF TOP  IN   ","0"
"2/F & ROOF LOT NO.1136 IN DD217 SAI KUNG NEW TERRITORIES","438313","SK","2000-08-1012.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1136","","DD217","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& ROOF  IN   ","0"
"1/F LOT NO.428 IN DD224 SAI KUNG NEW TERRITORIES","438791","SK","2000-08-1212.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.428","","DD224","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"DUPLEX UNIT A OF HOUSE A LOT NO.1378 IN DD222 SAI KUNG NEW TERRITORIES","438810","SK","2000-08-1212.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1378","","DD222","","","","","","HOUSE A ","","","","UNIT A","A","","0","0","No Estate Info","DUPLEX  OF  IN   ","0"
"GROUND FLOOR LOT NO. 127 IN DD 216 SAI KUNG NEW TERRITORIES","438829","SK","2000-08-1212.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO. 127","","DD 216","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","  IN   ","0"
"FIRST FLOOR, 472 NAM WAI, LOT NO. 970 IN DD 214, SAI KUNG, NEW TERRITORIES.","438849","SK","2000-08-1412.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","K-SK / CWB","LOT NO. 970","","DD 214","NAM WAI","E000000282","","","472   IN  . NAM WAI","","","1ST FLOOR","1","","","","0","0","Multi - Floor","","87"
"4/F NO.77 MAN NIN STREET SAI KUNG NEW TERRITORIES","439699","SK","2000-08-1912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","","","","","","","","NO.77 MAN NIN STREET","","","4/F ","4","","","","0","0","No Estate Info","  ","0"
"1/F, 9B PAK KONG AU, LOT NO.1390 IN DD222 SAI KUNG NEW TERRITORIES","436948","SK","2000-08-0512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","K-SK / CWB","LOT NO.1390","","DD222","PAK KONG AU","E000000290","","","9B   IN PAK KONG AU","","","1/F ","1","","","","0","0","Multi - Floor","","21"
"2/F & ROOF LOT NO.786 IN DD216 SAI KUNG NEW TERRITORIES","438853","SK","2000-08-1412.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.786","","DD216","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& ROOF  IN   ","0"
"1/F LOT NO.1836 IN DD221 SAI KUNG NEW TERRITORIES","425971","SK","2000-06-0812.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1836","","DD221","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"1/F LOT NO.1026 IN DD215 SAI KUNG NEW TERRITORIES","425610","SK","2000-06-0312.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1026","","DD215","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"1/F NO.19 HOI PONG STREET SAI KUNG NEW TERRITORIES","426012","SK","2000-06-0812.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","","","","HOI PONG STREET","E000009526","","","NO.19 HOI PONG STREET","","","1/F ","1","","","","0","0","No Units","","0"
"2/F INCLUDING THE BALCONY THEREOF AND THE ROOF LOT NO.573 IN DD401 SAI KUNG NEW TERRITORIES","428259","SK","2000-07-0412.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.573","","DD401","","","","","","","","2/F ","2","","","","0","1","No Estate Info","INCLUDING THE BALCONY THEREOF AND THE ROOF  IN   ","0"
"2ND FLOOR AND ROOF 8A TUI MIN HOI SAI KUNG","428260","SK","2000-07-0412.00.00","20","","SAI KUNG","SK","","","","","","","","","","8A TUI MINHOI ","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF","0"
"2/F TOGETHER WITH BALCONY & FLAT ROOF, 320 TSEUNG KWAN O VILLAGE LOT NO.94 IN DD242 SAI KUNG NEW TERRITORIES","428266","SK","2000-07-0412.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","PL / TKO S","LOT NO.94","","DD242","TSEUNG KWAN O VILLAGE","E000008677","","","320   IN TSEUNG KWAN O VILLAGE","","","2/F ","2","FLAT ROOF","ROOF","","0","0","Multi - Floor","TOGETHER WITH BALCONY & ","13"
"2/F INCLUDING THE ROOF THEREOF LOT NO.358 IN DD253 SAI KUNG NEW TERRITORIES","423836","SK","2000-05-2512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.358","","DD253","","","","","","","","2/F ","2","","","","0","1","No Estate Info","INCLUDING THE ROOF THEREOF  IN   ","0"
"GROUND FLOOR, LOT NO. 1513 IN DD 222, SAI KUNG, NEW TERRITORIES.","425662","SK","2000-06-0312.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO. 1513","","DD 222","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","  IN  .  ","0"
"G/F LOT NO.894 IN DD214 SAI KUNG NEW TERRITORIES","427161","SK","2000-06-2012.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.894","","DD214","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"2/F & MAIN ROOF LOT NO.1063 IN DD215 SAI KUNG NEW TERRITORIES","428300","SK","2000-07-0412.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1063","","DD215","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& MAIN ROOF  IN   ","0"
"1/F R.P. OF LOT NO.517 IN DD225 SAI KUNG NEW TERRITORIES","423476","SK","2000-05-2412.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.517","R.P.","DD225","","","","","","","","1/F ","1","","","","0","0","No Estate Info","OF  IN   ","0"
"FIRST FLOOR & ROOF S.C OF LOT NO.692 IN DD215 SAI KUNG NEW TERRITORIES","426798","SK","2000-06-1612.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.692","S.C","DD215","","","","","","","","1ST FLOOR","1","","","","0","1","No Estate Info"," & ROOF OF  IN   ","0"
"1/F LOT NO.461 IN DD224 SAI KUNG NEW TERRITORIES","428327","SK","2000-07-0512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.461","","DD224","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"1/F LOT NO.461 IN DD224 SAI KUNG NEW TERRITORIES","428329","SK","2000-07-0512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.461","","DD224","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"GROUND FLOOR","423518","SK","2000-05-2412.00.00","","","","","","","","","","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","","0"
"2/F & ROOF S.D OF LOT NO.784 IN DD215 SAI KUNG NEW TERRITORIES","426837","SK","2000-06-1712.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.784","S.D","DD215","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& ROOF OF  IN   ","0"
"FRONT PORTION OF THE 1/F NO.28, SAI KUNG MAIN STREET SAI KUNG NEW TERRITORIES","427571","SK","2000-06-2412.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","","","","SAI KUNG MAIN STREET","E000009609","","","NO.28 SAI KUNG MAIN STREET","","","1/F ","1","","","","0","0","No Units","FRONT PORTION OF THE ","0"
"2/F & ROOF OF HOUSE A LOT NO.201 IN DD248 SAI KUNG NEW TERRITORIES","427902","SK","2000-06-2912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.201","","DD248","","","","","","HOUSE A ","","2/F ","2","","","","0","1","No Estate Info","& ROOF OF  IN   ","0"
"FIRST FLOOR, 1E SEVENTH LANE HO CHUNG, LOT NO. 2082 IN DD 244 SAI KUNG NEW TERRITORIES","422799","SK","2000-05-1912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","K-SK / CWB","LOT NO. 2082","","DD 244","HO CHUNG","E000000250","","","1E SEVENTH LANE   IN HO CHUNG","","","1ST FLOOR","1","","","","0","0","Multi - Floor","","21"
"HOUSE H-2 LOT NOS.536 AND 537 IN DD238 SAI KUNG NEW TERRITORIES","426857","SK","2000-06-1712.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NOS.536 AND 537","","DD238","","","","","2  IN ","","","","","","","","0","0","No Estate Info","HOUSE H-","0"
"GROUND FLOOR LOT NO. 489 IN DD 224 SAI KUNG NEW TERRITORIES","427963","SK","2000-06-2912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO. 489","","DD 224","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","  IN   ","0"
"1/F NO.10 MAN YEE FISHERMEN VILLAGE NO.140 HONG KIN ROAD SAI KUNG NEW TERRITORIES","423166","SK","2000-05-2312.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","","","","","","","","NO.140 HONG KIN ROAD","","","1/F ","1","","","","0","0","No Estate Info","NO.10 MAN YEE FISHERMEN VILLAGE   ","0"
"G/F LOT NO.1085 IN DD215 SAI KUNG NEW TERRITORIES","428005","SK","2000-06-2912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1085","","DD215","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"GROUND FLOOR LOT NO. 1851 IN DD 221 SAI KUNG NEW TERRITORIES","428010","SK","2000-06-3012.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO. 1851","","DD 221","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","  IN   ","0"
"2ND FLOOR AND ROOF","423217","SK","2000-05-2312.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF","0"
"1/F LOT NO.98 IN DD242 SAI KUNG NEW TERRITORIES","425432","SK","2000-06-0212.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.98","","DD242","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"G/F OF BLOCK C LOT NO.830 IN DD216 SAI KUNG NEW TERRITORIES","425437","SK","2000-06-0212.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.830","","DD216","","","","","","BLOCK C ","","G/F ","G","","","","0","0","No Estate Info","OF  IN   ","0"
"DUPLEX UNIT C1 (INCLUDING ROOF C1) OF HOUSE C LOT NO.1378 IN DD222 SAI KUNG NEW TERRITORIES","426187","SK","2000-06-0912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1378","","DD222","","","","","1 ","HOUSE C ","","","","UNIT C1","C1","","0","1","No Estate Info","DUPLEX  (INCLUDING ROOF C) OF  IN   ","0"
"GROUND FLOOR, 70 MOK TSE CHE, LOT NO. 293 IN DD 223, SAI KUNG, NEW TERRITORIES.","428012","SK","2000-06-3012.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","K-SK / CWB","LOT NO. 293","","DD 223","MOK TSE CHE","E000007595","","","70   IN  . MOK TSE CHE","","","GROUND FLOOR","G","","","","0","0","Multi - Floor","","18"
"G/F","425800","SK","2000-06-0712.00.00","","","","","","","","","","","","","","","","","G/F","G/F","","","","0","0","No Estate Info","","0"
"1/F","425802","SK","2000-06-0712.00.00","","","","","","","","","","","","","","","","","1/F","1/F","","","","0","0","No Estate Info","","0"
"G/F","422913","SK","2000-05-1912.00.00","","","","","","","","","","","","","","","","","G/F","G/F","","","","0","0","No Estate Info","","0"
"SECOND FLOOR (INCLUDING THE BALCONY APPURTENANT THERETO) AND ROOF 145 NAM SHAN, LOT NO. 1003 IN DD220 SAI KUNG, NEW TERRITORIES","425841","SK","2000-06-0712.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO. 1003","","DD220","","","","","145 NAM SHAN  IN ","","","2ND FLOOR","2","","","","0","1","No Estate Info"," (INCLUDING THE BALCONY APPURTENANT THERETO) AND ROOF","0"
"2/F OF BLOCK C & THE BALCONY & ROOF LOT NO.969 IN DD215 SAI KUNG NEW TERRITORIES","427691","SK","2000-06-2412.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.969","","DD215","","","","","","BLOCK C ","","2/F ","2","","","","0","1","No Estate Info","OF & THE BALCONY & ROOF  IN   ","0"
"1/F AND ROOF NO.94A SAI KUNG ROAD SAI KUNG NEW TERRITORIES","427694","SK","2000-06-2612.00.00","30","NEW TERRITORIES","SAI KUNG","SK","SAI KUNG ","K-SK / CWB","","","","SAI KUNG ROAD","E000000308","","","NO.94A SAI KUNG ROAD","","","1/F ","1","","","","0","1","Multi - Floor","AND ROOF ","5"
"G/F","422917","SK","2000-05-1912.00.00","","","","","","","","","","","","","","","","","G/F","G/F","","","","0","0","No Estate Info","","0"
"2/F & MAIN ROOF THEREOVER LOT NO.697 IN DD227 & EXT. SAI KUNG NEW TERRITORIES","427702","SK","2000-06-2612.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.697","","DD227","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& MAIN ROOF THEREOVER  IN  & EXT.  ","0"
"1/F","422951","SK","2000-05-2012.00.00","","","","","","","","","","","","","","","","","1/F","1/F","","","","0","0","No Estate Info","","0"
"2/F INCLUDING THE MAIN ROOF NO.81B SAI KUNG ROAD SAI KUNG NEW TERRITORIES","422952","SK","2000-05-2012.00.00","30","NEW TERRITORIES","SAI KUNG","SK","SAI KUNG ","K-SK / CWB","","","","SAI KUNG ROAD","E000000308","","","NO.81B SAI KUNG ROAD","","","2/F ","2","","","","0","1","Multi - Floor","INCLUDING THE MAIN ROOF ","5"
"G/F LOT NO.635 IN DD257 SAI KUNG NEW TERRITORIES","423334","SK","2000-05-2312.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.635","","DD257","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"1/F & ROOF NO.2 WING WO STREET SAI KUNG NEW TERRITORIES","424468","SK","2000-05-2712.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","","","","","","","","NO.2 WING WO STREET","","","1/F ","1","","","","0","1","No Estate Info","& ROOF   ","0"
"G/F LOT NO.1405 IN DD222 SAI KUNG NEW TERRITORIES","426254","SK","2000-06-1012.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1405","","DD222","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"2/F NO.112 MAN NIN STREET SAI KUNG NEW TERRITORIES","428126","SK","2000-06-3012.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","","","","","","","","NO.112 MAN NIN STREET","","","2/F ","2","","","","0","0","No Estate Info","  ","0"
"1ST FLOOR 8A TUI MIN HOI SAI KUNG","428555","SK","2000-07-0712.00.00","20","","SAI KUNG","SK","","","","","","","","","","8A TUI MINHOI ","","","1ST FLOOR","1","","","","0","0","No Estate Info","","0"
"FIRST FLOOR LOT NOS. 577 & 578 IN DD216 SAI KUNG NEW TERRITORIES","423352","SK","2000-05-2412.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NOS. 577 & 578","","DD216","","","","","","","","1ST FLOOR","1","","","","0","0","No Estate Info","  IN   ","0"
"LOT NO. 953 IN D.D. 214     G/F","425537","SK","2000-06-0312.00.00","","","","","","","LOT NO. 953","","D.D. 214","","","","","","","","G/F","G/F","","","","0","0","No Estate Info"," IN      ","0"
"G/F, 23 PAK KONG AU LOT NO.1464 IN DD222 SAI KUNG NEW TERRITORIES","426648","SK","2000-06-1512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","K-SK / CWB","LOT NO.1464","","DD222","PAK KONG AU","E000000290","","","23   IN PAK KONG AU","","","G/F ","G","","","","0","0","Multi - Floor","","21"
"2/F & MAIN ROOF LOT NO.1024 IN DD215 SAI KUNG NEW TERRITORIES","426657","SK","2000-06-1512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1024","","DD215","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& MAIN ROOF  IN   ","0"
"2/F & MAIN ROOF LOT NO.850 IN DD247 SAI KUNG NEW TERRITORIES","427753","SK","2000-06-2712.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.850","","DD247","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& MAIN ROOF  IN   ","0"
"1ST FLOOR 38 KAI HAM SAI KUNG","423750","SK","2000-05-2512.00.00","20","","SAI KUNG","SK","","","","","","","","","","38 KAIHAM ","","","1ST FLOOR","1","","","","0","0","No Estate Info","","0"
"1/F","429079","SK","2000-07-1412.00.00","","","","","","","","","","","","","","","","","1/F","1/F","","","","0","0","No Estate Info","","0"
"G/F","430910","SK","2000-07-2512.00.00","","","","","","","","","","","","","","","","","G/F","G/F","","","","0","0","No Estate Info","","0"
"G/F","428723","SK","2000-07-1012.00.00","","","","","","","","","","","","","","","","","G/F","G/F","","","","0","0","No Estate Info","","0"
"FIRST FLOOR LOT NO. 569 IN DD 210 SAI KUNG NEW TERRITORIES","430983","SK","2000-07-2512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO. 569","","DD 210","","","","","","","","1ST FLOOR","1","","","","0","0","No Estate Info","  IN   ","0"
"1/F LOT NO.1084 IN DD215 SAI KUNG NEW TERRITORIES","430985","SK","2000-07-2512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1084","","DD215","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"1/F & ROOF","428774","SK","2000-07-1112.00.00","","","","","","","","","","","","","","","","","1/F ","1","","","","0","1","No Estate Info","& ROOF","0"
"FIRST FLOOR LOT NO. 707 IN D.D. NO. 242 SAI KUNG NEW TERRITORIES","433581","SK","2000-07-2912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO. 707","","D.D. NO. 242","","","","","","","","1ST FLOOR","1","","","","0","0","No Estate Info","  IN   ","0"
"2/F & THE ROOF","434239","SK","2000-08-0112.00.00","","","","","","","","","","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& THE ROOF","0"
"DUPLEX UNIT C OF HOUSE C LOT NO.1378 IN DD222 SAI KUNG NEW TERRITORIES","432924","SK","2000-07-2812.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1378","","DD222","","","","","","HOUSE C ","","","","UNIT C","C","","0","0","No Estate Info","DUPLEX  OF  IN   ","0"
"GROUND FLOOR","428851","SK","2000-07-1212.00.00","","","","","","","","","","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","","0"
"GROUND FLOOR 22 HA YEUNG SAI KUNG","428861","SK","2000-07-1212.00.00","20","","SAI KUNG","SK","","","","","","","","","","22 HAYEUNG ","","","GROUND FLOOR","G","","","","0","0","No Estate Info","","0"
"1ST FLOOR 22 HA YEUNG SAI KUNG","428862","SK","2000-07-1212.00.00","20","","SAI KUNG","SK","","","","","","","","","","22 HAYEUNG ","","","1ST FLOOR","1","","","","0","0","No Estate Info","","0"
"2ND FLOOR AND ROOF 22 HA YEUNG SAI KUNG","428863","SK","2000-07-1212.00.00","20","","SAI KUNG","SK","","","","","","","","","","22 HAYEUNG ","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF","0"
"2ND FLOOR AND ROOF 22 HA YEUNG SAI KUNG","428866","SK","2000-07-1212.00.00","20","","SAI KUNG","SK","","","","","","","","","","22 HAYEUNG ","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF","0"
"1ST FLOOR 8A TUI MIN HOI SAI KUNG","429315","SK","2000-07-1812.00.00","20","","SAI KUNG","SK","","","","","","","","","","8A TUI MINHOI ","","","1ST FLOOR","1","","","","0","0","No Estate Info","","0"
"2/F & ROOF LOT NOS.875, 876 & 877 IN DD222 SAI KUNG NEW TERRITORIES","429759","SK","2000-07-2012.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NOS.875","","DD222","","","","","876 & ","","","2/F ","2","","","","0","1","No Estate Info","& ROOF 877 IN   ","0"
"2ND FLOOR AND ROOF","433925","SK","2000-07-2912.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF","0"
"G/F LOT NO.933 IN DD214 SAI KUNG NEW TERRITORIES","428989","SK","2000-07-1312.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.933","","DD214","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"2/F & THE BALCONY APPERTAINING THERETO & THE ROOF LOT NO. 318 IN DD252 SAI KUNG  NEW TERRITORIES","429013","SK","2000-07-1312.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO. 318","","DD252","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& THE BALCONY APPERTAINING THERETO & THE ROOF  IN   ","0"
"SECOND FLOOR AND ROOF LOT NO. 547 S.A IN DD 216 SAI KUNG NEW TERRITORIES","429043","SK","2000-07-1412.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO. 547","S.A","DD 216","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF  IN   ","0"
